,fundo,data_pagamento,cotacao,dy,rendimento
4766,VCJR11,2024-02-15,86.97,"1,12%",0.97
4767,VCJR11,2024-01-12,86.18,"1,04%",0.9
4768,VCJR11,2023-12-13,81.95,"1,10%",0.9
4769,VCJR11,2023-11-14,83.26,"0,90%",0.75
4770,VCJR11,2023-10-13,84.43,"0,77%",0.65
4771,VCJR11,2023-09-14,83.15,"0,66%",0.55
4772,VCJR11,2023-08-11,83.56,"0,84%",0.7
4773,VCJR11,2023-07-13,82.86,"1,21%",1.0
4774,VCJR11,2023-06-14,84.4,"1,48%",1.25
4775,VCJR11,2023-05-12,79.12,"1,39%",1.1
4776,VCJR11,2023-04-14,80.09,"1,50%",1.2
4777,VCJR11,2023-03-13,80.97,"1,17%",0.95
4778,VCJR11,2023-02-13,82.69,"1,31%",1.08
4779,VCJR11,2023-01-12,82.7,"1,21%",1.0
4780,VCJR11,2022-12-13,83.47,"0,52%",0.43
4781,VCJR11,2022-11-14,85.39,"0,29%",0.25
4782,VCJR11,2022-10-14,82.36,"0,18%",0.15
4783,VCJR11,2022-09-14,83.15,"0,84%",0.7
4784,VCJR11,2022-08-11,85.79,"1,17%",1.0
4785,VCJR11,2022-07-13,92.56,"1,40%",1.3
4786,VCJR11,2022-06-14,89.66,"1,95%",1.75
4787,VCJR11,2022-05-12,90.3,"1,65%",1.49
4788,VCJR11,2022-04-13,88.7,"1,27%",1.13
4789,VCJR11,2022-03-14,89.46,"1,21%",1.08
4790,VCJR11,2022-02-11,89.58,"1,40%",1.25
4791,VCJR11,2022-01-13,90.42,"1,71%",1.55
4792,VCJR11,2021-12-13,87.9,"1,65%",1.45
4793,VCJR11,2021-11-12,87.59,"1,36%",1.19
4794,VCJR11,2021-10-14,87.25,"1,40%",1.22
4795,VCJR11,2021-09-14,86.55,"1,16%",1.0
4796,VCJR11,2021-08-12,89.34,"1,07%",0.96
4797,VCJR11,2021-07-13,87.04,"0,86%",0.75
4798,VCJR11,2021-06-14,93.2,"0,85%",0.79
4799,VCJR11,2021-05-13,94.12,"0,80%",0.75
4800,VCJR11,2021-04-14,95.49,"0,63%",0.6
4801,VCJR11,2021-03-11,95.93,"0,62%",0.59
4802,VCJR11,2021-02-11,96.41,"0,90%",0.87
4803,VCJR11,2021-01-14,96.85,"1,25%",1.21
4804,VCJR11,2020-12-11,93.2,"0,99%",0.92
4805,VCJR11,2020-11-13,95.49,"0,84%",0.8
4806,VCJR11,2020-10-14,92.57,"0,76%",0.7
4807,VCJR11,2020-09-14,91.89,"0,66%",0.61
4808,VCJR11,2020-08-13,93.02,"0,37%",0.34
4809,VCJR11,2020-07-13,91.38,"0,68%",0.62
4810,VCJR11,2020-06-12,84.07,"0,30%",0.25
4811,VCJR11,2020-05-14,87.04,"0,46%",0.4
4812,VCJR11,2020-04-14,84.07,"0,48%",0.4
4816,RZAK11,2025-03-25,81.95,"1,59%",1.3
4817,RZAK11,2025-02-21,76.52,"1,57%",1.2
4818,RZAK11,2025-01-22,77.01,"2,30%",1.77
4819,RZAK11,2024-12-20,69.03,"1,64%",1.13
4820,RZAK11,2024-11-25,74.09,"1,44%",1.07
4821,RZAK11,2024-10-21,72.9,"1,44%",1.05
4822,RZAK11,2024-09-20,75.67,"1,22%",0.92
4823,RZAK11,2024-08-21,75.33,"1,26%",0.95
4824,RZAK11,2024-07-19,74.86,"1,34%",1.0
4825,RZAK11,2024-06-21,74.23,"1,35%",1.0
4826,RZAK11,2024-05-22,76.86,"1,37%",1.05
4827,RZAK11,2024-04-19,78.65,"1,41%",1.11
4828,RZAK11,2024-03-21,78.62,"1,48%",1.16
4829,RZAK11,2024-02-23,79.28,"1,45%",1.15
4830,RZAK11,2024-01-22,78.53,"1,43%",1.12
4831,RZAK11,2023-12-21,77.3,"1,55%",1.2
4832,RZAK11,2023-11-23,77.72,"1,54%",1.2
4833,RZAK11,2023-10-23,82.8,"1,57%",1.3
4834,RZAK11,2023-09-22,83.66,"1,39%",1.16
4835,RZAK11,2023-08-21,82.26,"1,41%",1.16
4836,RZAK11,2023-07-21,83.66,"1,43%",1.2
4837,RZAK11,2023-06-22,84.13,"1,49%",1.25
4838,RZAK11,2023-05-22,81.55,"1,59%",1.3
4839,RZAK11,2023-04-25,79.04,"1,40%",1.11
4840,RZAK11,2023-03-21,83.38,"1,44%",1.2
4841,RZAK11,2023-02-23,88.21,"1,36%",1.2
4842,RZAK11,2023-01-20,86.13,"1,63%",1.4
4843,RZAK11,2022-12-21,89.58,"1,67%",1.5
4844,RZAK11,2022-11-23,86.42,"1,62%",1.4
4845,RZAK11,2022-10-24,90.75,"1,60%",1.45
4846,RZAK11,2022-09-22,89.85,"1,85%",1.66
4847,RZAK11,2022-08-19,87.96,"1,71%",1.5
4848,RZAK11,2022-07-21,86.88,"1,90%",1.65
4849,RZAK11,2022-06-22,86.28,"2,09%",1.8
4850,RZAK11,2022-05-20,87.29,"2,06%",1.8
4851,RZAK11,2022-04-25,86.75,"1,38%",1.2
4852,RZAK11,2022-03-22,82.19,"1,58%",1.3
4853,RZAK11,2022-02-21,83.89,"1,55%",1.3
4854,RZAK11,2022-01-21,83.66,"1,58%",1.32
4855,RZAK11,2021-12-21,75.41,"1,46%",1.1
4856,RZAK11,2021-11-23,75.67,"1,32%",1.0
4857,RZAK11,2021-10-22,79.6,"0,94%",0.75
4858,RZAK11,2021-09-22,82.18,"0,73%",0.6
4859,RZAK11,2021-08-20,84.55,"0,95%",0.8
4860,RZAK11,2021-07-22,88.06,"1,18%",1.04
4861,RZAK11,2021-06-22,85.45,"1,05%",0.9
4862,RZAK11,2021-05-21,84.14,"1,19%",1.0
4863,RZAK11,2021-03-19,85.01,"0,59%",0.5
4864,RZAK11,2021-01-22,88.21,"0,01%",0.01
4865,MCCI11,2025-03-21,83.5,"1,08%",0.9
4866,MCCI11,2025-02-19,74.49,"1,21%",0.9
4867,MCCI11,2025-01-20,76.48,"1,05%",0.8
4868,MCCI11,2024-12-18,75.18,"1,06%",0.8
4869,MCCI11,2024-11-21,80.32,"1,00%",0.8
4870,MCCI11,2024-10-17,80.52,"0,99%",0.8
4871,MCCI11,2024-09-18,82.94,"0,96%",0.8
4872,MCCI11,2024-08-19,83.28,"0,96%",0.8
4873,MCCI11,2024-07-17,84.76,"0,94%",0.8
4874,MCCI11,2024-06-19,81.5,"0,98%",0.8
4875,MCCI11,2024-05-20,83.37,"0,96%",0.8
4876,MCCI11,2024-04-17,85.6,"0,93%",0.8
4877,MCCI11,2024-03-19,86.31,"0,93%",0.8
4878,MCCI11,2024-02-21,86.56,"0,92%",0.8
4879,MCCI11,2024-01-18,87.16,"1,03%",0.9
4880,MCCI11,2023-12-19,84.16,"1,07%",0.9
4881,MCCI11,2023-11-21,85.18,"1,06%",0.9
4882,MCCI11,2023-10-19,86.3,"1,04%",0.9
4883,MCCI11,2023-09-20,86.35,"1,04%",0.9
4884,MCCI11,2023-08-17,86.77,"1,04%",0.9
4885,MCCI11,2023-07-19,86.3,"1,10%",0.95
4886,MCCI11,2023-06-20,85.03,"1,12%",0.95
4887,MCCI11,2023-05-18,79.27,"1,20%",0.95
4888,MCCI11,2023-04-20,80.4,"1,18%",0.95
4889,MCCI11,2023-03-17,77.65,"1,22%",0.95
4890,MCCI11,2023-02-17,79.29,"1,20%",0.95
4891,MCCI11,2023-01-18,84.69,"1,36%",1.15
4892,MCCI11,2022-12-19,86.55,"1,27%",1.1
4893,MCCI11,2022-11-21,88.15,"1,25%",1.1
4894,MCCI11,2022-10-20,89.04,"1,24%",1.1
4895,MCCI11,2022-09-20,89.58,"1,23%",1.1
4896,MCCI11,2022-08-17,88.8,"1,24%",1.1
4897,MCCI11,2022-07-19,89.72,"1,23%",1.1
4898,MCCI11,2022-06-20,90.01,"1,22%",1.1
4899,MCCI11,2022-05-18,91.46,"1,09%",1.0
4900,MCCI11,2022-04-20,91.88,"1,09%",1.0
4901,MCCI11,2022-03-18,91.6,"1,09%",1.0
4902,MCCI11,2022-02-17,92.72,"1,08%",1.0
4903,MCCI11,2022-01-19,94.22,"1,06%",1.0
4904,MCCI11,2021-12-17,93.0,"1,08%",1.0
4905,MCCI11,2021-11-19,91.67,"1,09%",1.0
4906,MCCI11,2021-10-20,92.53,"1,08%",1.0
4907,MCCI11,2021-09-20,93.92,"1,06%",1.0
4908,MCCI11,2021-08-18,93.1,"1,07%",1.0
4909,MCCI11,2021-07-20,94.2,"1,06%",1.0
4910,MCCI11,2021-06-18,94.43,"0,95%",0.9
4911,MCCI11,2021-05-19,93.18,"0,75%",0.7
4912,MCCI11,2021-04-20,93.55,"0,75%",0.7
4913,MCCI11,2021-03-17,95.93,"0,73%",0.7
4914,MCCI11,2021-02-19,93.92,"0,75%",0.7
4915,MCCI11,2021-01-20,94.21,"0,64%",0.6
4916,MCCI11,2020-12-17,92.95,"0,65%",0.6
4917,MCCI11,2020-11-19,92.43,"0,65%",0.6
4918,MCCI11,2020-10-20,94.75,"0,63%",0.6
4919,MCCI11,2020-09-18,94.37,"0,64%",0.6
4920,MCCI11,2020-08-19,92.02,"0,65%",0.6
4921,MCCI11,2020-07-17,90.63,"0,61%",0.55
4922,MCCI11,2020-06-18,89.72,"0,67%",0.6
4923,MCCI11,2020-05-20,77.66,"0,77%",0.6
4924,MCCI11,2020-04-20,87.45,"0,57%",0.5
4931,CYCR11,2025-03-18,8.48,"1,18%",0.1
4932,CYCR11,2025-02-14,7.59,"1,32%",0.1
4933,CYCR11,2025-01-15,8.17,"1,16%",0.1
4934,CYCR11,2024-12-13,8.15,"1,17%",0.1
4935,CYCR11,2024-11-14,8.2,"1,10%",0.09
4936,CYCR11,2024-10-14,9.18,"0,87%",0.08
4937,CYCR11,2024-09-13,9.22,"1,08%",0.1
4938,CYCR11,2024-08-14,8.94,"1,34%",0.12
4939,CYCR11,2024-07-12,8.85,"1,36%",0.12
4940,CYCR11,2024-06-14,8.73,"1,26%",0.11
4941,CYCR11,2024-05-15,8.71,"1,26%",0.11
4942,CYCR11,2024-04-12,8.7,"1,26%",0.11
4943,CYCR11,2024-03-14,8.69,"1,15%",0.1
4944,CYCR11,2024-02-16,8.9,"1,12%",0.1
4945,CYCR11,2024-01-15,8.81,"1,25%",0.11
4946,CYCR11,2023-12-14,8.45,"1,18%",0.1
4947,CYCR11,2023-11-16,8.4,"1,19%",0.1
4948,CYCR11,2023-10-16,8.63,"1,16%",0.1
4949,CYCR11,2023-09-15,8.52,"1,17%",0.1
4950,CYCR11,2023-08-14,8.24,"1,21%",0.1
4951,CYCR11,2023-07-14,8.12,"1,35%",0.11
4952,CYCR11,2023-06-15,7.84,"1,34%",0.11
4953,CYCR11,2023-05-15,7.52,"1,33%",0.1
4954,CYCR11,2023-04-17,7.25,"1,38%",0.1
4955,CYCR11,2023-03-14,7.36,"1,36%",0.1
4956,CYCR11,2023-02-14,7.65,"1,24%",0.1
4957,CYCR11,2023-01-13,8.04,"1,45%",0.12
4958,CYCR11,2022-12-14,7.8,"1,28%",0.1
4959,CYCR11,2022-11-16,7.84,"1,28%",0.1
4960,CYCR11,2022-10-17,7.77,"1,29%",0.1
4961,CYCR11,2022-09-15,8.42,"1,19%",0.1
4962,CYCR11,2022-08-12,8.93,"1,12%",0.1
4963,CYCR11,2022-07-14,9.22,"1,25%",0.12
4964,CYCR11,2022-06-14,9.34,"1,45%",0.14
4965,CYCR11,2022-05-13,8.93,"1,51%",0.14
4966,CYCR11,2022-04-14,8.98,"1,28%",0.12
4967,CYCR11,2022-03-15,9.03,"1,27%",0.12
4968,CYCR11,2022-02-14,9.03,"1,27%",0.12
4969,CYCR11,2022-01-14,9.31,"1,87%",0.17
4970,CYCR11,2021-12-14,9.03,"1,66%",0.15
4973,LIFE11,2025-03-11,8.48,"1,42%",0.12
4974,LIFE11,2025-02-07,8.38,"1,43%",0.12
4975,LIFE11,2025-01-08,8.25,"1,70%",0.14
4976,LIFE11,2024-12-06,8.88,"1,52%",0.14
4977,LIFE11,2024-11-07,9.16,"1,47%",0.14
4978,LIFE11,2024-10-07,9.37,"1,44%",0.14
4979,LIFE11,2024-09-06,9.41,"1,43%",0.14
4980,LIFE11,2024-08-07,9.2,"1,47%",0.14
4981,LIFE11,2024-07-05,8.88,"2,03%",0.18
4982,LIFE11,2024-06-07,8.81,"1,36%",0.12
4983,LIFE11,2024-05-08,8.67,"1,38%",0.12
4984,LIFE11,2024-04-05,8.62,"1,39%",0.12
4985,LIFE11,2024-03-07,8.59,"1,40%",0.12
4986,LIFE11,2024-02-07,8.67,"1,38%",0.12
4987,LIFE11,2024-01-08,8.74,"1,43%",0.13
4988,LIFE11,2023-12-07,8.48,"1,47%",0.13
4989,LIFE11,2023-11-08,8.71,"1,44%",0.13
4990,LIFE11,2023-10-06,8.66,"1,39%",0.12
4991,LIFE11,2023-09-08,8.82,"1,38%",0.12
4992,LIFE11,2023-08-07,8.99,"1,33%",0.12
4993,LIFE11,2023-07-07,8.81,"1,59%",0.14
4994,LIFE11,2023-06-07,8.74,"1,72%",0.15
4995,LIFE11,2023-05-08,8.33,"1,80%",0.15
4996,LIFE11,2023-04-10,8.57,"1,75%",0.15
4997,LIFE11,2023-03-07,8.83,"1,53%",0.14
4998,LIFE11,2023-02-07,8.97,"1,45%",0.13
4999,LIFE11,2023-01-06,9.27,"1,42%",0.13
5000,LIFE11,2022-12-07,8.69,"1,50%",0.13
5001,LIFE11,2022-11-08,9.01,"1,50%",0.14
5007,KNSC11,2025-03-17,8.5,"1,06%",0.09
5008,KNSC11,2025-02-13,7.99,"1,25%",0.1
5009,KNSC11,2025-01-14,8.54,"1,05%",0.09
5010,KNSC11,2024-12-12,8.29,"0,97%",0.08
5011,KNSC11,2024-11-13,8.41,"0,95%",0.08
5012,KNSC11,2024-10-11,8.76,"1,03%",0.09
5013,KNSC11,2024-09-12,8.64,"1,04%",0.09
5014,KNSC11,2024-08-13,8.56,"1,05%",0.09
5015,KNSC11,2024-07-12,8.37,"1,08%",0.09
5016,KNSC11,2024-06-13,8.37,"0,96%",0.08
5017,KNSC11,2024-05-14,8.32,"1,08%",0.09
5018,KNSC11,2024-04-11,8.43,"1,07%",0.09
5019,KNSC11,2024-03-13,8.34,"0,96%",0.08
5020,KNSC11,2024-02-15,8.27,"0,97%",0.08
5021,KNSC11,2024-01-12,8.31,"0,84%",0.07
5022,KNSC11,2023-12-13,8.06,"0,87%",0.07
5023,KNSC11,2023-11-14,7.99,"1,00%",0.08
5024,KNSC11,2023-10-13,8.36,"0,90%",0.08
5025,KNSC11,2023-09-14,8.27,"0,97%",0.08
5026,KNSC11,2023-08-11,8.09,"0,87%",0.07
5027,KNSC11,2023-07-13,8.1,"0,99%",0.08
5028,KNSC11,2023-06-14,8.28,"1,27%",0.11
5029,KNSC11,2023-05-12,7.84,"1,21%",0.1
5030,KNSC11,2023-04-14,7.87,"1,33%",0.11
5031,KNSC11,2023-03-13,7.91,"1,10%",0.09
5032,KNSC11,2023-02-13,8.01,"1,30%",0.1
5033,KNSC11,2023-01-12,7.88,"1,19%",0.09
5034,KNSC11,2022-12-13,7.83,"0,96%",0.08
5035,KNSC11,2022-11-14,8.08,"0,64%",0.05
5036,KNSC11,2022-10-14,7.82,"0,64%",0.05
5037,KNSC11,2022-09-14,7.78,"0,90%",0.07
5038,KNSC11,2022-08-11,8.3,"1,10%",0.09
5039,KNSC11,2022-07-13,8.58,"1,27%",0.11
5040,KNSC11,2022-06-13,8.59,"1,57%",0.14
5041,KNSC11,2022-05-12,8.64,"1,32%",0.11
5042,KNSC11,2022-04-13,8.87,"1,26%",0.11
5043,KNSC11,2022-03-14,8.7,"1,15%",0.1
5044,KNSC11,2022-02-11,8.95,"1,40%",0.13
5045,KNSC11,2022-01-13,9.18,"1,58%",0.15
5046,KNSC11,2021-12-13,8.85,"1,58%",0.14
5047,KNSC11,2021-11-12,9.1,"1,43%",0.13
5048,KNSC11,2021-10-14,9.07,"1,37%",0.12
5049,KNSC11,2021-09-14,8.96,"1,28%",0.12
5050,KNSC11,2021-08-12,9.38,"1,07%",0.1
5051,KNSC11,2021-07-13,9.32,"1,02%",0.1
5052,KNSC11,2021-06-14,9.48,"1,05%",0.1
5053,KNSC11,2021-05-13,9.27,"1,00%",0.09
5054,KNSC11,2021-04-14,9.94,"0,92%",0.09
5055,KNSC11,2021-03-11,9.71,"1,11%",0.11
5056,KNSC11,2021-02-11,9.43,"1,36%",0.13
5057,KNSC11,2021-01-14,9.03,"0,97%",0.09
5058,KNSC11,2020-12-11,8.81,"0,54%",0.05
5059,RBFF11,2025-03-14,46.97,"1,09%",0.51
5060,RBFF11,2025-02-14,44.87,"1,14%",0.51
5061,RBFF11,2025-01-15,49.73,"1,05%",0.52
5062,RBFF11,2024-12-13,49.49,"1,03%",0.51
5063,RBFF11,2024-11-14,51.0,"1,00%",0.51
5064,RBFF11,2024-10-15,56.76,"0,90%",0.51
5065,RBFF11,2024-09-13,58.1,"0,88%",0.51
5066,RBFF11,2024-08-15,56.87,"0,90%",0.51
5067,RBFF11,2024-07-15,56.22,"0,91%",0.51
5068,RBFF11,2024-06-14,58.68,"0,87%",0.51
5069,RBFF11,2024-05-15,57.45,"0,89%",0.51
5070,RBFF11,2024-04-15,59.22,"0,84%",0.5
5071,RBFF11,2024-03-15,57.63,"0,87%",0.5
5072,RBFF11,2024-02-15,57.57,"0,87%",0.5
5073,RBFF11,2024-01-15,56.83,"0,92%",0.52
5074,RBFF11,2023-12-15,55.6,"0,92%",0.51
5075,RBFF11,2023-11-14,55.95,"0,91%",0.51
5076,RBFF11,2023-10-13,57.31,"0,89%",0.51
5077,RBFF11,2023-09-15,57.31,"0,87%",0.5
5078,RBFF11,2023-08-15,56.8,"0,88%",0.5
5079,RBFF11,2023-07-14,54.87,"0,97%",0.53
5080,RBFF11,2023-06-15,51.05,"1,00%",0.51
5081,RBFF11,2023-05-15,47.04,"1,04%",0.49
5082,RBFF11,2023-04-14,44.04,"1,11%",0.49
5083,RBFF11,2023-03-15,47.36,"1,03%",0.49
5084,RBFF11,2023-02-15,47.23,"1,04%",0.49
5085,RBFF11,2023-01-13,49.35,"1,03%",0.51
5086,RBFF11,2022-12-15,49.84,"1,02%",0.51
5087,RBFF11,2022-11-16,52.93,"0,96%",0.51
5088,RBFF11,2022-10-14,53.6,"0,95%",0.51
5089,RBFF11,2022-09-15,56.17,"0,89%",0.5
5090,RBFF11,2022-08-15,52.25,"0,96%",0.5
5091,RBFF11,2022-07-15,49.39,"1,05%",0.52
5092,RBFF11,2022-06-13,47.52,"1,05%",0.5
5093,RBFF11,2022-05-13,49.3,"0,97%",0.48
5094,RBFF11,2022-04-18,48.77,"0,96%",0.47
5095,RBFF11,2022-03-15,46.78,"1,00%",0.47
5096,RBFF11,2022-02-15,50.72,"0,93%",0.47
5097,RBFF11,2022-01-14,53.13,"0,88%",0.47
5098,RBFF11,2021-12-15,48.62,"0,97%",0.47
5099,RBFF11,2021-11-12,51.88,"0,91%",0.47
5100,RBFF11,2021-10-15,55.86,"0,84%",0.47
5101,RBFF11,2021-09-15,56.62,"0,83%",0.47
5102,RBFF11,2021-08-13,60.09,"0,78%",0.47
5103,RBFF11,2021-07-15,60.37,"0,78%",0.47
5104,RBFF11,2021-06-15,64.02,"0,78%",0.5
5105,RBFF11,2021-05-14,62.98,"0,79%",0.5
5106,RBFF11,2021-04-15,62.75,"0,80%",0.5
5107,RBFF11,2021-03-15,67.09,"0,54%",0.36
5108,RBFF11,2021-02-12,69.59,"0,72%",0.5
5109,RBFF11,2021-01-15,69.2,"0,79%",0.55
5110,RBFF11,2020-12-15,70.35,"0,78%",0.55
5111,RBFF11,2020-11-13,67.17,"0,82%",0.55
5112,RBFF11,2020-10-15,68.67,"0,80%",0.55
5113,RBFF11,2020-09-15,66.99,"0,82%",0.55
5114,RBFF11,2020-08-14,62.89,"0,83%",0.52
5115,RBFF11,2020-07-15,67.89,"0,63%",0.43
5116,RBFF11,2020-06-15,62.42,"0,53%",0.33
5117,RBFF11,2020-05-15,69.23,"0,43%",0.3
5118,RBFF11,2020-04-15,65.87,"0,46%",0.3
5167,SNCI11,2025-03-25,88.74,"0,11%",0.1
5168,SNCI11,2025-02-25,83.8,"1,19%",1.0
5169,SNCI11,2025-01-24,84.17,"1,19%",1.0
5170,SNCI11,2024-12-23,78.72,"1,27%",1.0
5171,SNCI11,2024-11-25,85.75,"1,17%",1.0
5172,SNCI11,2024-10-25,85.84,"1,16%",1.0
5173,SNCI11,2024-09-25,87.6,"1,14%",1.0
5174,SNCI11,2024-08-23,90.48,"1,11%",1.0
5175,SNCI11,2024-07-25,88.94,"1,12%",1.0
5176,SNCI11,2024-06-25,85.26,"1,11%",0.95
5177,SNCI11,2024-05-24,87.8,"1,03%",0.9
5178,SNCI11,2024-04-25,88.94,"1,05%",0.93
5179,SNCI11,2024-03-25,90.03,"0,97%",0.87
5180,SNCI11,2024-02-23,90.56,"0,99%",0.9
5181,SNCI11,2024-01-25,90.86,"1,10%",1.0
5182,SNCI11,2023-12-22,90.81,"1,10%",1.0
5183,SNCI11,2023-11-24,90.65,"1,10%",1.0
5184,SNCI11,2023-10-25,90.89,"1,10%",1.0
5185,SNCI11,2023-09-25,90.72,"1,10%",1.0
5186,SNCI11,2023-08-25,91.22,"1,10%",1.0
5187,SNCI11,2023-07-25,90.87,"1,21%",1.1
5188,SNCI11,2023-06-23,90.55,"1,21%",1.1
5189,SNCI11,2023-05-25,89.61,"1,23%",1.1
5190,SNCI11,2023-04-25,86.52,"1,21%",1.05
5191,SNCI11,2023-03-24,88.7,"1,13%",1.0
5192,SNCI11,2023-02-24,87.94,"1,14%",1.0
5193,SNCI11,2023-01-25,89.38,"1,12%",1.0
5194,SNCI11,2022-12-23,89.91,"1,11%",1.0
5195,SNCI11,2022-11-25,90.77,"1,10%",1.0
5196,SNCI11,2022-10-25,91.41,"1,09%",1.0
5197,SNCI11,2022-09-23,92.04,"1,25%",1.15
5198,SNCI11,2022-08-25,92.12,"1,36%",1.25
5199,SNCI11,2022-07-25,94.07,"1,38%",1.3
5200,SNCI11,2022-06-24,94.3,"1,48%",1.4
5201,SNCI11,2022-05-25,94.12,"1,54%",1.45
5202,SNCI11,2022-04-25,97.74,"1,33%",1.3
5203,SNCI11,2022-03-25,93.89,"1,49%",1.4
5204,SNCI11,2022-02-25,94.44,"1,48%",1.4
5205,SNCI11,2022-01-25,94.49,"1,27%",1.2
5206,SNCI11,2021-12-23,91.72,"1,31%",1.2
5207,SNCI11,2021-11-25,90.5,"1,27%",1.15
5209,XPCI11,2025-03-18,73.96,"1,14%",0.84
5210,XPCI11,2025-02-14,70.48,"1,18%",0.83
5211,XPCI11,2025-01-15,75.58,"1,10%",0.83
5212,XPCI11,2024-12-13,75.09,"1,08%",0.81
5213,XPCI11,2024-11-14,76.06,"1,05%",0.8
5214,XPCI11,2024-10-14,82.59,"0,97%",0.8
5215,XPCI11,2024-09-13,82.7,"0,97%",0.8
5216,XPCI11,2024-08-14,80.59,"1,08%",0.87
5217,XPCI11,2024-07-12,80.09,"1,25%",1.0
5218,XPCI11,2024-06-14,82.08,"1,06%",0.87
5219,XPCI11,2024-05-15,81.84,"1,10%",0.9
5220,XPCI11,2024-04-12,83.98,"1,07%",0.9
5221,XPCI11,2024-03-14,81.83,"1,10%",0.9
5222,XPCI11,2024-02-16,82.06,"1,10%",0.9
5223,XPCI11,2024-01-15,80.01,"0,95%",0.76
5224,XPCI11,2023-12-14,79.07,"1,01%",0.8
5225,XPCI11,2023-11-16,80.39,"1,18%",0.95
5226,XPCI11,2023-10-16,81.0,"1,17%",0.95
5227,XPCI11,2023-09-15,80.11,"1,12%",0.9
5228,XPCI11,2023-08-14,79.99,"1,25%",1.0
5229,XPCI11,2023-07-14,81.02,"1,12%",0.91
5230,XPCI11,2023-06-15,76.88,"1,21%",0.93
5231,XPCI11,2023-05-15,73.36,"1,19%",0.87
5232,XPCI11,2023-04-17,76.11,"1,25%",0.95
5233,XPCI11,2023-03-14,73.5,"1,36%",1.0
5234,XPCI11,2023-02-14,72.46,"1,32%",0.96
5235,XPCI11,2023-01-13,74.84,"0,96%",0.72
5236,XPCI11,2022-12-14,77.56,"0,77%",0.6
5237,XPCI11,2022-11-16,82.97,"0,81%",0.67
5238,XPCI11,2022-10-17,80.74,"1,09%",0.88
5239,XPCI11,2022-09-15,87.52,"1,10%",0.96
5240,XPCI11,2022-08-12,86.17,"1,18%",1.02
5241,XPCI11,2022-07-14,87.02,"1,21%",1.05
5242,XPCI11,2022-06-14,87.26,"1,40%",1.22
5243,XPCI11,2022-05-13,89.02,"1,33%",1.18
5244,XPCI11,2022-04-14,89.38,"1,26%",1.13
5245,XPCI11,2022-03-15,91.7,"1,20%",1.1
5246,XPCI11,2022-02-14,89.56,"1,23%",1.1
5247,XPCI11,2022-01-14,89.11,"1,09%",0.97
5248,XPCI11,2021-12-14,83.77,"1,10%",0.92
5249,XPCI11,2021-11-16,89.59,"1,12%",1.0
5250,XPCI11,2021-10-15,89.19,"1,12%",1.0
5251,XPCI11,2021-09-15,92.18,"0,94%",0.87
5252,XPCI11,2021-08-13,94.09,"0,99%",0.93
5253,XPCI11,2021-07-14,92.51,"1,08%",1.0
5254,XPCI11,2021-06-15,92.05,"1,09%",1.0
5255,XPCI11,2021-05-14,91.79,"0,98%",0.9
5256,XPCI11,2021-04-15,88.54,"1,02%",0.9
5257,XPCI11,2021-03-12,88.0,"0,97%",0.85
5258,XPCI11,2021-02-12,89.2,"0,90%",0.8
5259,XPCI11,2021-01-15,85.21,"0,88%",0.75
5260,XPCI11,2020-12-14,83.76,"0,75%",0.63
5261,XPCI11,2020-11-13,82.38,"0,76%",0.63
5262,XPCI11,2020-10-15,81.27,"0,71%",0.58
5263,XPCI11,2020-09-15,80.09,"0,75%",0.6
5264,XPCI11,2020-08-14,77.78,"0,73%",0.57
5265,XPCI11,2020-07-15,83.58,"0,65%",0.54
5266,XPCI11,2020-06-15,77.97,"0,69%",0.54
5267,XPCI11,2020-05-15,77.78,"0,73%",0.57
5268,XPCI11,2020-04-14,74.01,"0,82%",0.61
5275,VGHF11,2025-03-11,7.2,"1,25%",0.09
5276,VGHF11,2025-02-07,6.96,"1,29%",0.09
5277,VGHF11,2025-01-08,7.35,"1,22%",0.09
5278,VGHF11,2024-12-06,7.47,"1,20%",0.09
5279,VGHF11,2024-11-07,7.43,"1,21%",0.09
5280,VGHF11,2024-10-07,8.06,"0,99%",0.08
5281,VGHF11,2024-09-06,8.41,"1,07%",0.09
5282,VGHF11,2024-08-07,8.22,"1,09%",0.09
5283,VGHF11,2024-07-05,8.26,"1,09%",0.09
5284,VGHF11,2024-06-07,8.17,"1,10%",0.09
5285,VGHF11,2024-05-08,8.22,"1,09%",0.09
5286,VGHF11,2024-04-05,8.71,"0,92%",0.08
5287,VGHF11,2024-03-07,8.6,"1,16%",0.1
5288,VGHF11,2024-02-07,8.73,"1,15%",0.1
5289,VGHF11,2024-01-08,8.77,"1,14%",0.1
5290,VGHF11,2023-12-07,8.53,"1,29%",0.11
5291,VGHF11,2023-11-08,8.7,"1,15%",0.1
5292,VGHF11,2023-10-06,8.91,"1,12%",0.1
5293,VGHF11,2023-09-08,8.84,"1,36%",0.12
5294,VGHF11,2023-08-07,8.88,"1,35%",0.12
5295,VGHF11,2023-07-07,8.79,"1,37%",0.12
5296,VGHF11,2023-06-07,8.69,"1,27%",0.11
5297,VGHF11,2023-05-08,8.24,"1,46%",0.12
5298,VGHF11,2023-04-10,8.38,"1,19%",0.1
5299,VGHF11,2023-03-07,8.43,"1,19%",0.1
5300,VGHF11,2023-02-07,8.41,"1,19%",0.1
5301,VGHF11,2023-01-06,8.64,"1,04%",0.09
